Employer_OrganizationName,Employer_EmployerName,Employer_Telephone,Employer_Email,email_quality
สจจ.สุพรรณบุรี,บริษัทสุพรรณรุ่งเรืองสตีล จำกัด,035440868,srs-2006@hotmail.com,1
สจจ.ราชบุรี,บริษัท นำเชา (ประเทศไทย) จำกัด,032-330409,ncthr@namchow.co.th,1
สจจ.สุพรรณบุรี,บริษัท เจียมพัฒนาพลังงาน อินเตอร์เนชั่นแนล จำกัด,035969641,nachayada.ch@jiamenergygroup.com,1
สจจ.นครปฐม,บริษัท คิวเอ็มเอ จำกัด,034-371136,masteroflaw.bangna15@gmail.com,1
สจจ.พัทลุง,นายฉัตรชัย สุขจุล,082-8328110,sjj2542@gmail.com,1
สำนักงานจัดหางานกรุงเทพมหานครพื้นที่ ๗,บริษัท ทวีมงคลก่อสร้าง (2000) จำกัด,028698111,tmc.hr22@gmail.com,1
สจจ.สุราษฎร์ธานี,บริษัท เพอร์ฟอร์แม็ก เทรดดิ้ง จำกัด,077-216875,k.thanya@hotmail.com,1
สจจ.กาฬสินธุ์,ห้างหุ้นส่วน สยามชัยรุ่งเรืองกิจ,081-0544436,skynet1979@hotmail.co.th,1
สจจ.ยะลา,ตะกั่วป่าการช่าง (ยะลา),081-7669519,yaladoe95@gmail.com,1
สจจ.สระบุรี,บริษัท เพอร์เฟคชัน แอนด์ เอ็นจิเนียริ่ง จำกัด,036-212110/0819867331,Perfect.emg9@hotmail.com,1
สจจ.ปทุมธานี,บริษัท เรืองอุทัยอุตสาหกรรมไม้ จำกัด,0-2598-1112-8,info@ruangutai.com,1
สจจ.ชลบุรี,บริษัท วัฒนชัยรับเบอร์เมท จำกัด,038-203312,123@hotmail.com,0
สจจ.ชลบุรี,บริษัท ไพโรจน์ (ทั่งซังฮะ) จำกัด (สาขาชลบุรี),038-275512-3,123@hotmail.com,0
สำนักงานจัดหางานกรุงเทพมหานครพื้นที่ ๗,บริษัท ซี แอร์คอน เทค จำกัด,02-8032564-66,xxx@hotmail.com,0
สำนักงานจัดหางานกรุงเทพมหานครพื้นที่ ๘,บริษัท บราเดอร์อินเตอร์เนชั่นแนล จำกัด,026217777,brosew@asianet.co.th,1
สจจ.นครราชสีมา,บริษัท บีบีเอ็ม อินเตอร์ฟู้ด จำกัด,044333123,orawan_poom@hotmail.com,1
สจจ.ลำปาง,บริษัทชุมพล อินเตอร์กรุ๊ป จำกัด,081-1698518,-@hotmail.com,0
สจจ.สุโขทัย,โรงแรมเรือนไทยเดิม,055-612444,sti@doe.go.th,1
สจจ.นครปฐม,บริษัท ไชยการ แพค จำกัด,081-9957328,mindo_judo@hotmail.com,1
สจจ.นครพนม,ห้างหุ้นส่วนจำกัดกิจรุ่งเรืองก่อสร้าง,0898143502,xxx.xxx@xxx.xxx,0
สจจ.ลพบุรี,บริษัท ดีคอนโปรดักส์ จำกัด(มหาชน)ลพบุรี,036-776693/081-9478099,xxx@xxx.com,0
สจจ.ปัตตานี,ร้านบังหมัดไฟฟ้า,0843968870,as@123gmail.com,0
สจจ.นราธิวาส,ร้าน ดี-ทรีท,073-532574,beam_dah@hotmail.com,1
สจจ.นราธิวาส,หจก.ซุปเปอร์ดีพาร์ทเม้นท์สโตร์ นราธิวาส,073514901-4,xxx@xxx.com,0
สำนักงานจัดหางานกรุงเทพมหานครพื้นที่ ๙,บจก ชาร์จ ดี,020822221,assadayoot@chargedee.com,1
สจจ.ระยอง,บริษัท ไทยเปเปอร์มิลล์ จำกัด,038-016487-91,000@gmail.com,0
สจจ.สระแก้ว,เอลีท คราฟท์ เปเปอร์ จำกัด สาขาสระแก้ว,037240123,Jirawan.P@elite-kraft.com,1
สจจ.ภูเก็ต,บริษัท ดี-ท็อปส์ เอ็นจิเนียริ่ง แอนด์ ซัพพลาย จำกัด,076-393057,thanachokejj@gmail.com,1
สจจ.ภูเก็ต,เดลี่ซันไชน์ น้ำดื่ม จำกัด,0630781738,accdailypetdsh@gmail.com,1
สจจ.ระยอง,บริษัท เอ็ม.ซี.โอ. จำกัด,038875258,111@hotmail.com,0
สจจ.ระยอง,บริษัท เซนจูรี่ ไทร์ (ประเทศไทย) จำกัด,022741673,hr_thai@senturytire.com,1
สจจ.สมุทรสาคร,บริษัท ไทยเมอร์รี่ จำกัด(สาขาสมุทรสาคร),02-4200048,hr_thaimerry@hotmail.com,1
สจจ.สุราษฎร์ธานี,บริษัท ศรีตรังโกลฟส์ (ประเทศไทย)จำกัด (สุราษฎร์ธานี),077-277888,hensuda@sritranggroup.com,1
สจจ.สมุทรสาคร,บริษัท ไทยอลูเวิร์ค จำกัด,02-8110405-9,hr_thaialuwork@hotmail.com,1
สจจ.เพชรบุรี,อิเล็กทริกเซ็นเตอร์(โดยนายชัยยุทธ),0879756749,0879756749mooo@gmail.com,0
สจจ.สงขลา,บริษัท โทเทิล เทคนิคอล เอ็นจิเนียริ่ง (ประเทศไทย) จำกัด,074-292608,smartjobska@gmail.com,1
สจจ.ตรัง,บริษัท พาราวีเนียร์ 2002 จำกัด,075291592,peaw3112@hotmail.com,1
สจจ.พัทลุง,ร้านรุ่งเรืองพาณิชย์ (นายดุสิต มุขสง),063-0065337,sjj2542@gmail.com,1
สจจ.สระแก้ว,เอลีท คราฟท์ เปเปอร์ จำกัด สาขาสระแก้ว,037240123,Jirawan.P@elite-kraft.com,1
สจจ.สงขลา,บริษัทแปซิฟิคแปรรูปสัตว์น้ำ จำกัด,074-303999,sofiya@pfp-pacific.com,1
สจจ.นราธิวาส,หจก.พี.เอ็ม.ที เซ็นเตอร์,073-516188,bbbbbb@hotmail.com,0
สจจ.นราธิวาส,ร้านเพื่อนแอร์เซอร์วิส,"0-7351-1113,08-87880256",xxxx@hotmail.com,0
สจจ.ประจวบคีรีขันธ์,บริษัท วินเทอร์ วินด์ จำกัด,0924656145,koy_pkn@hotmail.com,1
สจจ.ตรัง,หจก.ตรังแสงไทยแอร์แอนด์เซอร์วิส,086-4757493,jobin.trang@gmail.com,1
สจจ.เพชรบุรี,อิเล็กทริกเซ็นเตอร์(โดยนายชัยยุทธ),0879756749,0879756749mooo@gmail.com,0
สจจ.เชียงใหม่,บริษัท แอร์เซอร์วิส เชียงใหม่ จำกัด,"061-0547568 ,097-9868596",xxx@xxx.xxx,0
สจจ.ชลบุรี,บริษัท ไพโรจน์ (ทั่งซังฮะ) จำกัด (สาขาชลบุรี),038-275512-3,123@hotmail.com,0
สำนักงานจัดหางานกรุงเทพมหานครพื้นที่ ๕,บริษัท เวลล์ฟรอซ เอ็นจิเนี่ยริ่ง จำกัด,0971209889,thiradet.u@gmail.com,1
สจจ.นครศรีธรรมราช,นีโอ ยูนีค เอ็นจิเนียริ่ง จำกัด,075-318473,daodung55@hotmail.com,1
สจจ.สุรินทร์,หจก.ไทยนิยมโทรทัศน์,044-511380,TNTSURIN@HOTMAIL.COM,1
สจจ.สระบุรี,ห้างหุ้นส่วนจำกัด ส.สุขสกุล เอ็นจิเนียริ่ง 2009,0818523559,pech_sommai@hotmail.com,1
สจจ.ภูเก็ต,บริษัท ภูเก็ต สหพัฒนกิจ วิศวกรรม จำกัด,076-540556,xxx.xxx@xxx.com,0
สจจ.อยุธยา,บริษัท ไอยรา อาร์ต แอนด์ คราฟท์ จำกัด,035302170,loveforfriend@windowslive.com,1
สจจ.สมุทรสาคร,ร้านภานุแอร์แอนด์เซอร์วิส,034-110213,ferns7450@gmail.com,1
สจจ.พัทลุง,บริษัท ชัยคณา ธานี จำกัด,074-613777,Chaikanathani@gmail.com,1
สจจ.นครศรีธรรมราช,บริษัท เมืองใหม่ กัตทรี จำกัด (มหาชน),075-773123-4,Adm_mmg@hotmail.com,1
สำนักงานจัดหางานกรุงเทพมหานครพื้นที่ ๙,บริษัท บรอดแคส ดีพอท (ไทยแลนด์) จำกัด,02-982-4460,broadcast_th@yahoo.com,1
สำนักงานจัดหางานกรุงเทพมหานครพื้นที่ ๒,บริษัท เทคนิคกราเวียร์ จำกัด,02-8985918-9,hr@technicgravure.com,1
สจจ.สุราษฎร์ธานี,บริษัท พงษ์ธานีก่อสร้าง จำกัด,077-281669,pongtanee2536@hotmail.co.th,1
สจจ.สุราษฎร์ธานี,บริษัท สุราษฎร์ปิยะ จำกัด,077-221222 ต่อ 126,dech-555@hotmail.com,0
สจจ.สุราษฎร์ธานี,บริษัท ไทยสุราษฎร์สตีล จำกัด,077-226400 - 2,thaisuratsteel2000@gmail.com,0
สจจ.สุราษฎร์ธานี,บริษัท วงศ์บัณฑิต จำกัดสาขาสุราษฎร์ธานี,077-355321-4,VSN@VONBUNDIT.COM,1
สจจ.ชุมพร,บริษัทกว๋างเขิ่น รับเบอร์ (ไทย อีสเทิร์น) จำกัด,077510289 ต่อ 101,hrgkrte@gmail.com,1
